crystal_H0,0.149354
crystal_H2,0.173691
crystal_H3,0.358813
crystal_H4,0.173179
crystal_H5,0.266218
crystal_H7,0.301154
crystal_H8,0.31394
crystal_H9,0.336022
crystal_H10,0.220577
crystal_H12,-0.519609
crystal_H13,-0.488015
crystal_H14,-0.147172
crystal_H15,-0.117911
crystal_H16,-0.645129
crystal_H17,-0.464704
crystal_H19,-0.439527
crystal_H20,0.170596
crystal_H21,-0.498006
crystal_H22,-0.537018
crystal_H23,-0.433816
crystal_H24,0.019909
crystal_H25,0.736158
crystal_H26,-0.398234
crystal_H27,0.131451
crystal_H28,-0.463491
crystal_H29,0.03886
crystal_H30,0.237904
crystal_H31,-0.151726
crystal_H32,-0.65485
crystal_H33,0.898865
crystal_H34,0.269257
crystal_H35,-0.692838
crystal_H37,-0.633054
crystal_H38,0.032192
crystal_H39,-0.342439
crystal_H41,0.789353
crystal_H43,0.161986
crystal_H45,-0.042019
crystal_H46,0.610763
crystal_H47,0.961511
crystal_H48,0.591885
crystal_H49,-0.491081
crystal_H51,-0.633173
crystal_H52,-0.560133
crystal_H53,-0.244561
crystal_H54,-0.15848
crystal_H55,-0.628006
crystal_H56,0.279317
crystal_H57,-0.190206
crystal_H58,-0.573011
crystal_H59,0.54057
crystal_H60,-0.095053
crystal_H61,0.540181
crystal_H62,-0.264599
crystal_H65,0.606223
crystal_H66,-0.485505
crystal_H67,-0.341993
crystal_H68,-0.267781
crystal_H69,0.10767
crystal_H70,-0.470938
crystal_H71,-0.537327
crystal_H72,-0.555894
crystal_H73,0.474149
crystal_H74,-0.639287
crystal_H75,-0.638672
crystal_H76,-0.168324
crystal_H77,-0.48163
crystal_H78,-0.342337
crystal_H79,-0.457128
crystal_H80,-0.602468
crystal_H82,0.191681
crystal_H83,0.075211
crystal_H84,-0.339498
crystal_H85,0.613614
crystal_H86,-0.459539
crystal_H87,0.719953
crystal_H88,-0.375309
crystal_H89,0.005725
crystal_H90,-0.360783
crystal_H92,-0.306779
crystal_H94,0.902984
crystal_H95,-0.217571
crystal_H96,-0.49706
crystal_H97,-0.392537
crystal_H99,0.009805
crystal_H100,-0.301034
crystal_H101,0.61554
crystal_H102,-0.305297
crystal_H103,-0.263148
crystal_H104,0.097276
crystal_H105,0.080375
crystal_H106,-0.480906
crystal_H107,-0.321757
crystal_H108,-0.378504
crystal_H109,-0.555998
crystal_H110,0.514387
crystal_H111,0.122979
crystal_H112,-0.37019
crystal_H113,-0.2298
crystal_H114,-0.324052
crystal_H116,-0.396021
crystal_H117,0.116546
crystal_H119,-0.405623
crystal_H120,-0.337095
crystal_H121,-0.506305
crystal_H122,-0.596344
crystal_H123,-0.638761
crystal_H124,-0.529768
crystal_H125,-0.256506
crystal_H126,-0.017161
crystal_H128,-0.26583
crystal_H129,-0.1692
crystal_H130,0.578119
crystal_H131,0.197338
crystal_H132,-0.449331
crystal_H133,0.825528
crystal_H134,-0.440157
crystal_H135,0.266354
crystal_H136,0.495107
crystal_H137,-0.555659
crystal_H138,-0.375741
crystal_H139,-0.439465
crystal_H140,0.188766
crystal_H142,0.398648
crystal_H143,0.356822
crystal_H144,0.2891
crystal_H145,0.308586
crystal_H146,-0.217224
crystal_H147,-0.494585
crystal_H148,-0.022719
crystal_H150,0.254925
crystal_H151,-0.287109
crystal_H153,0.401943
crystal_H155,-0.660229
crystal_H156,-0.411522
crystal_H157,-0.329662
crystal_H158,-0.490202
crystal_H159,0.185195
crystal_H162,0.957554
crystal_H163,0.047619
crystal_H164,-0.181202
crystal_H165,0.146569
crystal_H167,-0.393713
crystal_H168,0.24489
crystal_H169,0.011153
crystal_H170,-0.069236
crystal_H171,-0.012323
crystal_H172,-0.117524
crystal_H174,0.313904
crystal_H175,0.11821
crystal_H177,-0.785697
crystal_H178,-0.258299
crystal_H179,0.186903
crystal_H180,0.031942
crystal_H181,0.056771
crystal_H182,-0.202027
crystal_H184,-0.703328
crystal_H185,0.011162
crystal_H189,-0.065896
crystal_H191,-0.120197
crystal_H192,-0.194161
crystal_H193,0.403362
crystal_H194,-0.266273
crystal_H198,0.724562
crystal_H199,-0.490774
crystal_H200,-0.307582
crystal_H201,0.099582
crystal_H202,-0.080071
crystal_H203,0.226217
crystal_H204,0.185935
crystal_H206,-0.299232
crystal_H207,-0.22689
crystal_H208,-0.269032
crystal_H209,-0.290806
crystal_H210,-0.193711
crystal_H211,0.462666
crystal_H212,0.210256
crystal_H214,-0.210912
crystal_H216,-0.18126
crystal_H217,-0.304911
crystal_H218,-0.235771
crystal_H219,0.776495
crystal_H221,0.236796
crystal_H222,0.740222
crystal_H224,-0.394621
crystal_H225,0.264688
